id,date,title,abstract,doi
P23,2026-03-05,TrialMCP: MCP Servers for Physical AI Oncology Clinical Trial Systems,"Multi-site oncology clinical trials increasingly deploy autonomous robotic platforms for specimen handling, imaging guidance, and procedural automation. Integrating these Physical AI systems with clinical infrastructure—scheduling, electronic data capture (EDC), eConsent, imaging archives, and laboratory information systems—currently requires point-to-point integrations that grow quadratically with the number of platforms and sites. This paper presents TrialMCP, an open-source suite of five Model Context Protocol (MCP) servers that provides a standardized interoperability layer between autonomous trial robots and clinical systems. We describe the end-to-end operational workflow from token-based authentication through study status retrieval, imaging pointer acquisition, evidence logging, and provenance tracking. The architecture supports role-based access control with deny-by-default semantics across 23 MCP tools, HIPAA Safe Harbor de-identification, and SHA-256 hash-chained audit trails satisfying 21 CFR Part 11. Validation across 39 tests—spanning security, audit completeness, and integration scenarios—demonstrates operational readiness. We present deployment topology patterns for federated multi-site trials, an adoption pathway with three milestone phases, and quantitative success criteria including projected reductions in integration project count, site onboarding time, and audit preparation cycles. TrialMCP v0.2.0 establishes the M1 milestone: read-only clinical data servers with a complete authorization framework, positioning the system for production FHIR/DICOM proxy integration in subsequent milestones.",10.5281/zenodo.18870961
P24,2026-03-09,National MCP Servers for Physical AI Oncology Clinical Trial Systems,"Prior oncology clinical trial infrastructure has been fragmented, site-specific, and inefficient across the critical dimensions of interoperability, auditability, privacy, and deployment. Each trial site has historically operated its own isolated systems for electronic health records, imaging archives, and audit logging, resulting in inconsistent data formats, duplicated regulatory effort, and limited cross-site collaboration. This paper presents the National MCP Physical AI Oncology Trials system, a proposed end-to-end architecture comprising five Model Context Protocol (MCP) servers that address these gaps through standardized, federated, and safety-governed capabilities. The five servers (Authorization, FHIR Clinical Data, DICOM Imaging, Audit Ledger, and Provenance) expose 23 tools across five hierarchical conformance levels, validated by 668 test functions. The system integrates AI and robotics advances intended to improve patient safety and clinical effectiveness, including emergency stop coordination, procedure state machines, and multi-party approval checkpoints. Quantitative analysis of the repository demonstrates 381 files across 88 directories, 34 integration adapters, 8 safety modules, 13 JSON schemas, and dual-language SDKs in Python and TypeScript. This end-to-end MCP Physical AI oncology trial system provides the foundation for national-scale standardization of robotic oncology clinical trials.",10.5281/zenodo.18916731
P25,2026-03-12,"Adaption: ICH Harmonised Guideline, End-to-End Physical AI Oncology Clinical Trial Unification",This work adapts the ICH E6(R3) Guideline for Good Clinical Practice into a proposed Good Physical AI Clinical Practice framework for end-to-end Physical AI oncology trial unification. The source guideline's formatting was reconstructed in LaTeX and modified to address the proposed Physical AI setting. The work is an independent adaptation and is not endorsed or sponsored by ICH.,10.5281/zenodo.18973368
P26,2026-03-16,"Adaption: 21 CFR Part 50, End-to-End Physical AI Oncology Clinical Trial Unification","This work adapts 21 CFR Part 50, Protection of Human Subjects, for an end-to-end Physical AI oncology clinical trial unification framework. The public-domain eCFR text was reconstructed in Markdown and further adapted into LaTeX to organize human-subject protections for the proposed Physical AI setting. The work is an independent modified regulatory draft and is not endorsed or sponsored by the Code of Federal Regulations or the FDA.",10.5281/zenodo.19040707
P27,2026-03-17,"Adaption: 21 CFR Part 312, End-to-End Physical AI Oncology Clinical Trial Unification","This work adapts 21 CFR Part 312, Investigational New Drug Application, for an end-to-end Physical AI oncology clinical trial unification framework. The public-domain eCFR text was reconstructed in Markdown and further adapted into LaTeX to organize investigational-drug requirements for the proposed Physical AI setting. The work is an independent modified regulatory draft and is not endorsed or sponsored by the Code of Federal Regulations or the FDA.",10.5281/zenodo.19057628
P28,2026-03-21,A Cancer Patient's Journey Through a Regulated Physical AI Oncology Trial,"This simulation presents the first fully autonomous, single-patient journey through a regulated Physical AI oncology clinical trial, orchestrated end-to-end by Claude Code Opus 4.6 in a single pull request comprising 13 commits completed in 72 minutes without user intervention. The patient journey follows PAT-2026-0042, a 58-year-old female with Stage IIIB non-small cell lung cancer (NSCLC) adenocarcinoma (ECOG 1, PD-L1 65%, TMB 14 mut/Mb), through 10 sequential clinical stages: prescreening, enrollment, digital twin initialization, robot qualification, robotic surgery, post-operative recovery, immunotherapy, federated learning, surveillance, and trial closeout. The journey is governed by three adapted regulatory frameworks: 21 CFR Part 312 Subpart J, 21 CFR Part 50 Subpart C, and ICH E6(R3) - which were previously adapted by the author for Physical AI systems. The orchestration infrastructure comprises 12 Python modules (master_journey.py, patient_state.py, and 10 stage-specific scripts), 30 ASCII progress diagrams across three perspectives (timeline, regulatory, clinical), 6 text-based deliverable diagrams, 6 regulatory tables, 4 guidance documents, and an FDA cost-savings analysis projecting 30-50% trial cost reductions ($390M-$650M savings against a $1.3B baseline). The da Vinci Xi surgical robot (USL 87.5) performed a 168-minute robotic lobectomy achieving RO resection with negative margins, while the Franka Emika (USL 88.75) managed laboratory automation and pharmacy dosing. Across 35 pembrolizumab immunotherapy cycles, the patient achieved complete response (CR) with recurrence risk declining from 35% to 3% over 36 months of event-free survival. The project demonstrates that fully autonomous AI workflows can produce clinically coherent, regulatory-compliant trial illustrations with real-time human monitorability through timestamped text diagrams and accessible Python scripts at each commit. This publication should not be considered a new or approved standard or regulation.",10.5281/zenodo.19119939
P29,2026-03-24,Physical AI Oncology Clinical Trial Site Complete Documentation Package,"This work compiles an eleven-document package for a proposed California Physical AI oncology clinical trial site. The package addresses legislation, regulations, building code, premises code, and site operations, including a draft California authorization and site-establishment act. It is an unofficial independent research draft and does not express third-party endorsement, sponsorship, affiliation, or authorization.",10.5281/zenodo.19176370
P30,2026-03-28,National Platform for Physical AI Oncology Trials,"This work presents a draft national-platform framework for Physical AI oncology trials. It adapts public-domain federal regulatory material and licensed ICH guidance into a proposed unified resource for trial governance and implementation. The document is an independent research draft and is not affiliated with or endorsed by CFR, ICH, FDA, a trial sponsor, a contract research organization, a clinical site, an institutional review board, a regulator, or a medical society.",10.5281/zenodo.19244918
P31,2026-04-05,Fully Automated Sponsor: Physical AI Oncology Clinical Trial Platform,"This paper presents a fully autonomous AI-native sponsor operating system for Physical AI oncology clinical trials, replacing traditional human-staffed pharmaceutical sponsor functions with a multi agent software architecture. The system comprises twelve functional agents organized into four layers: governance, study execution, site and robotics interface, and trust infrastructure. Each agent automates a distinct sponsor responsibility, from portfolio management and protocol design through safety monitoring, regulatory submissions, and robotic procedure authorization, while maintaining compliance with adapted regulatory frameworks including 21 CFR Part 312, 21 CFR Part 50, and ICH E6(R3). The architecture integrates with national MCP server infrastructure, federated learning networks, and Physical AI trial sites equipped with ten categories of robotic systems. This version includes automated code generation results: 108 Python scripts generated from the paper’s LaTeX instructions by Claude Code Opus 4.6, with successful execution of a 24-hour simulation producing 288 sponsor decisions across 155 patients and 75 text diagrams across three perspectives. A human sponsor-of-record retains legal accountability and override authority for safety-critical decisions, ensuring that autonomous operation occurs within established regulatory boundaries.",10.5281/zenodo.19396256
P32,2026-05-04,Accelerated Patient Prediction in Physical AI Oncology Clinical Trials: 4 Extensive Simulations,"On 28 April 2026, the U.S. Food and Drug Administration announced two real-time clinical trial proofs-of-concept and a pilot Request for Information, framing the conduct of trials in which key safety signals no longer take years to reach the agency. The prevailing oncology AI patient-prediction baseline remains a heterogeneous set of narrow supervised models with ceilings such as Manz 2020 AUC 0.89, the SHIELD-RT prospective randomized trial, SCORPIO, and PROGPATH, set against the Huang 2025 null result that machine learning provides no significant gain over Cox regression on real-world structured survival data. This paper uses four author Physical AI oncology trial simulations - Simulation | in hour-00 through hour-55, Simulation 2 ten patient-journey stages, Simulation 3 a 24-hour autonomous sponsor, and Simulation 4 a 168-hour 7-day sponsor extension verified locally on a Core i5-6200U laptop with 4 GB RAM - to demonstrate that Claude Code Opus 4.7 Max produces working agentic code applicable to patient prediction better than supervised models in current trial practice and with more utility than the FDA RTCT proof-of-concept. The computational signature - 1M token contextual code-and-text awareness, hourly commit cadence, repository-scale forecasting - is the source of the advantage, without claiming clinical deployment readiness.",10.5281/zenodo.19994945
P33,2026-05-07,Patient Priority of Proposed U.S. Bills for Physical AI Oncology Clinical Trials,"This work compares proposed U.S. legislative approaches intended to increase future cancer patients' control over participation in Physical AI oncology clinical trials. The draft focuses on patient self-selection, definitions, implementation, and the relationship between adapted human-subject protections, decentralized-trial guidance, and federal patient-choice provisions. It is an independent research draft and does not represent enacted legislation or third-party endorsement.",10.5281/zenodo.20045457
P34,2026-05-11,2030: 60 Second Glioblastoma AI Robotic Surgery,"In this platform, an on-premises repository-based large language model (LLM) simulation provides commands to standard oncology surgical robots based on real-time sensor data which are controlled via x, y, z coordinates to administer patient treatment while minimizing robot error. This was achieved through several Claude Code prompts for code instructions, code generation, and code execution. This thesis is positioned as an opportunistic extension of the U.S. Food and Drug Administration April 2026 Real-Time Clinical Trials announcement, now with the surgical theater where a hypothetical 2030 4-arm Medtronic robot closes a 5x-200x performance gap against the Medtronic ROSA ONE Brain v3.0 baseline on tip velocity (1,000 vs 50 mm/s), acceleration (10,000 vs 200 mm/s squared), E-stop latency (5 vs 50 ms), and force resolution (0.001 vs 0.01 N). A 54 x 1001 row sensor sample table, a 16-iteration deterministic sweep, and an on-premises LLM tournament were steps achieved to accelerate clinical trial robotic workflows. Practical real-life adoption still requires bridging the synthetic patient gap and adopting TRIPOD+AI plus CREMLS reporting floors.",10.5281/zenodo.20113157
P35,2026-05-15,2030: 60 Second Pancreatic Ductal Adenocarcinoma Robotic Whipple Procedure & Daraxonrasib Simulation,"On premises repository based large language models (LLMs) provide commands to a parallel coelomic oncology robot based on real time sensor data that is controlled via x, y, Z coordinates to administer patient treatment and minimize error. This thesis was first initiated through a five phase Claude Code workflow (create instructions, generate code, code execution, draft generation, and full paper production) yielding a 60 second 8 arm robotic pancreaticoduodenectomy on a hypothetical 2030 Medtronic PancreSpeed 1.0 platform paired with the Daraxonrasib pan KRAS inhibitor (FDA Breakthrough Therapy 06/25, RASolute 302 + RASolve 301). PancreSpeed 1.0 closes a 5x to 500x SOTA gap (1,200 mm/s tip, 100 kHz force, 0.05 mm RMS, 3 ms E stop, 18 N cumulative cap, 640 sensor channels). A 32 iteration deterministic Latin hypercube sweep at seed 20260513 yields mean composite 93.298 (std 1.225, 95% CI half width 0.462), and the 4 entrant LLM tournament places PancreSpeed 1.0 first at 93.735 versus 2030 da Vinci SP and Hugo RAS successors. The 1001 record Phase 5 first 100 ms sensor_sample_- 8arm. json1 is an exceptional processing feat; Daraxonrasib postop restart distributes as T+7d in 29 of 32 iterations. Practical adoption still requires bridging the synthetic patient gap, hypothetical hardware gap, and TRIPOD+AI plus CREMLS reporting floors.",10.5281/zenodo.20196639
P36,2026-05-20,Threefold Humanoid 24/7 Adverse Event Oncology Trial Response Team: 4-Site Rotation,"The future consists of humanoids responding to on-site repository based large language models that provide commands factoring in real-time sensor data and Cartesian coordinates to administer synergistic patient adverse events treatment. This paper describes the PAT-NET-001 continental network of 4 trial locations (San Francisco SF-01, San Diego SD-01, Boston BO-01, Atlanta AT-01), each running Claude Code Opus 4.7 1M Max and 3 Unitree H2 EDU humanoid robots per site in coordinated camarade swarms. The production chain proceeds through instruction generation, code generation across Python, C++, and Rust, and execution along a DuckDB aggregate. This occurs across 32 deterministic iteration sweeps covering a 168 hour monitoring window with 84 adverse events of which 24 reach CTCAE grade 3 or higher. The swarm achieves a 67.5 to 76.8 second median response time, a camaraderie invariant Pass rate of 0.954 to 0.985, and a FDA RTCT 1 hour SLA compliance rate near 0.999. The camaraderie pattern reduces robot error potential by a factor of 3 through peer cross checking, role rotation, hand off within 2 seconds, and shared sensor evidence.",10.5281/zenodo.20303281
P37,2026-05-25,VVUQ Oncology Clinical Trial LLM Verification Automation Priority over Existing Generated Code,"Physical AI is entering oncology trials through in silico simulation, autonomous code generation, and eventually robotic procedures - settings in which an error that ships costs far more than one caught prior to production. This work reports an end to end pipeline in which Claude Code performs five operations in order. Specifically, it generates code from instructions, executes that code, generates image instructions, generates figures, then assembles a draft, and finally a full paper. The central argument is that none of these generation steps decides whether a deliverable is trustworthy; the verification, validation, and uncertainty quantification (VVUQ) process does. These precautions can also make autonomous physical AI oncology trials faster, less expensive, and more rigorous than conventional verifications. Code execution supports the claim directly in the cancer-automated repository, passing 51 of 51 automated tests across 8 modules and accelerated a representative schedule by a factor of 2.5, from 30 to 12 days. Its VVUQ gate, centered on generated script vvuq/vvuq_gate. py exercised across 6 cases, accepted 1 of 5 - escalating the blocked cases to a human, and requiring a verification fraction of exactly 1.0.",10.5281/zenodo.20372501
P38,2026-05-28,Mobile Pancreatic Cancer Unitree H2 Surgical Humanoid with Priority VVUQ,"In this study, an autonomous Claude Code agent carried an instruction specification through a generated codebase and full execution record regarding a 2030 Unitree H2-Surgical 1.0 humanoid performing a 60-second pancreaticoduodenectomy. The surgical humanoid code assurance process, not code generation, is the substantial and decision-bearing work; holding verification, validation, and uncertainty quantification to a higher standard than the code itself. This process is what will make physical AI oncology trials faster, less expensive, and more beneficial to patients. The run passed 172 of 172 automated tests, 64 of them in the ten-gate assurance suite. Each gate required a verification fraction of exactly 1.0, validation agreement up to 1.00, relative error as tight as 0.01, and a coefficient-of-variation bound as tight as 0.05; five decision cases resolved to ten ACCEPT, three BLOCK, and one ESCALATE, and all 32 of 32 sweep iterations cleared every gate near a composite mean of 93.6. In a four-entrant, simulation-against-simulation tournament the mobile humanoid placed second (93.334) to the stationary eight-arm PancreSpeed cart (93.782). Parallel arms shorten the throughput-weighted score, so the single humanoid trails by under half a point, whereas the prior PDAC paper featured the multi-arm baseline alone. The 1790line comparison. json and the 1000-row sample_h2_sensor.csv reproduced byte-forbyte from seed 20260525. Binding every gate to published consensus standards already used in real life makes the assurance argument traceable and defensible to a regulator.",10.5281/zenodo.20421754
P39,2026-05-30,VVUQ Physical AI Oncology Trial Bill,"This work presents a draft bill for the 119th Congress that would require automated verification, validation, and uncertainty quantification before robot-patient interaction code is generated or executed in a Physical AI oncology clinical trial. The draft adapts public-domain federal regulatory material and licensed ICH material into a proposed legislative framework. It is independent, is not endorsed by regulators or clinical-trial organizations, and is not enacted law or legal advice.",10.5281/zenodo.20454870
P40,2026-06-01,Verification Before Generation Act of 2026,"This work presents a draft federal measure to amend the Federal Food, Drug, and Cosmetic Act by requiring an automated verification, validation, and uncertainty quantification process before robot-patient interaction code is generated or executed in a Physical AI oncology clinical investigation. The measure documents an AI-assisted drafting process conducted under human direction. It is an independent research draft, not enacted law or legal advice.",10.5281/zenodo.20485580
P41,2026-06-04,H. R. 9510 (Bill v3.0) 2026,"This legislative research draft proposes amending the Federal Food, Drug, and Cosmetic Act to require verification, validation, and uncertainty quantification before robot-patient interaction code is generated or executed in a Physical AI oncology clinical investigation. Bill v3.0 is a visual amendment containing text figures, full-width tables, an engineering-evidence appendix, a submission-deliverables appendix, and an explainability-standard appendix. The measure was prepared with an autonomous artificial-intelligence coding agent under human direction and is an independent draft, not enacted law or legal advice.",10.5281/zenodo.20535429
P42,2026-06-07,H. R. 9510 (Bill v4.0) 2026,"This legislative research draft proposes amending the Federal Food, Drug, and Cosmetic Act to require verification, validation, and uncertainty quantification before robot-patient interaction code is generated or executed in a Physical AI oncology clinical investigation. Bill v4.0 presents the full operative amendment with gray-scale Mermaid figures, full-width tables, and twelve submission deliverables in LaTeX appendices. The measure was prepared with an autonomous artificial-intelligence coding agent under human direction and is an independent draft, not enacted law or legal advice.",10.5281/zenodo.20576907
P43,2026-06-10,H. R. 9510 (Bill v5.0) 2026,"This legislative research draft proposes amending the Federal Food, Drug, and Cosmetic Act to require verification, validation, and uncertainty quantification before robot-patient interaction code is generated or executed in a Physical AI oncology clinical investigation. Bill v5.0 adds a financial-data record and provisions addressing transparency, user fees, authorization of appropriations, and budgetary effects. The measure was prepared with an autonomous artificial-intelligence coding agent under human direction. It is an independent draft, not enacted law or legal advice, and its financial figures are illustrative unless tied to a cited statute or notice.",10.5281/zenodo.20619762
P44,2026-06-14,From H. R. 9510 to Federal Law: A Narrative Case for Verified Physical AI Oncology Trials,"This review makes a case for legislators who shape medical and artificial intelligence law, but have little to no robotics or frontier large language model (LLM) application experience. It is built on a single mechanism, verification before generation, in which a software agent proposes a clinical action and a ten-gate verification, validation, and uncertainty quantification examination either accepts it, escalates it to a qualified human, or blocks it before it can reach a patient. The argument is organized as eight emotional pillars that legislative-advocacy research finds most persuasive: compassion, fear of preventable harm, moral outrage, hope, responsibility, protection of vulnerable people, trust, and urgency. Each pillar pairs a human appeal with a credible, cited fact. The review draws on a documented engineering lineage, including a surgical-humanoid assurance run that passed 172 of 172 automated tests across a ten-gate suite, and on the published advocacy literature describing how testimony, coalition building, and policy entrepreneurship move a bill through markup and reconciliation. The conclusion is that Physical AI Trial Bill H. R. 9510 2026 should be enacted into Federal law.",10.5281/zenodo.20685379
P45,2026-06-16,Earning the Clinician's Trust: New Framework for Verified Physical AI Oncology Trials,"This framework is written for the clinicians who will be asked to supervise autonomous Physical AI in oncology clinical trials, and who must decide, at the bedside, when that reliance is earned. It rests on a single mechanism, verification before generation, in which a software agent proposes a clinical action and a ten-gate verification, validation, and uncertainty quantification examination either accepts it under audit, escalates it to a qualified human, or blocks it before it can reach a patient. The decision to trust is organized as eight plain questions a clinician already asks of any tool: is it competent, is it safe, is it transparent, am I in control, is it equitable, is it reliable, who is accountable, and does it fit my workflow. Each question pairs a clinical concern with a credible, cited fact, and closes on the concrete mechanism, a gate, a record, a role, or a control, that answers it. The aim is not maximal trust but calibrated trust: reliance proportioned to demonstrated capability, avoiding both automation bias and algorithm aversion. The framework draws on a documented lineage, including a surgical-humanoid simulation that passed 172 of 172 automated tests across a ten-gate suite, and on the literature of trust in automation, clinical decision support, and algorithmic bias. Three questions recur throughout: would I let this system near my own family member, can I defend this decision at tumor board, and could I show an auditor exactly what happened and why. The conclusion is an adoption decision a clinician can sign.",10.5281/zenodo.20710602
P46,2026-06-17,Earning the Congress's Vote: A New Oncology Trial Framework for Enacting H. R. 9510,"H. R. 9510, the Verification Before Generation in Physical AI Oncology Trials Act of 2026, would amend the Federal Food, Drug, and Cosmetic Act to require that an automated verification, validation, and uncertainty quantification examination clear robot-patient interaction code before that code is generated or executed in an oncology clinical investigation. This paper is a passage framework: it organizes the case for the bill as the eight questions a member of Congress asks before a yes vote, pairs with the corresponding National Platform, and the public record. The eight questions are the mandate for a statute, Congress's authority to act, the safety the bill creates, the fiscal score, the benefit to constituents, bipartisanship, the supporting coalition, and the passage path itself. The answers are concrete: a ten-gate safety floor bound to published consensus standards; an authorization of 58 million dollars over five years with no new mandatory spending and a verification cost roughly nineteen times lower than conventional review; and a platform that, in validated simulation, treated 168 patients with 29 robots at 99.7 percent uptime with zero patient harm events. The framework is written for the staffer, the member, and the committee counsel who must decide whether to mark up, cosponsor, and vote for the bill in both chambers. It is a new, analogous companion with one objective: making H. R. 9510 most likely to pass in both the House and the Senate.",10.5281/zenodo.20726461
P47,2026-06-21,On-Premises LLM-Directed Robotic Pancreaticoduodenectomy with Perioperative Daraxonrasib (RMC-6236) in KRAS-Mutated Pancreatic Ductal Adenocarcinoma,"This work presents a draft Phase 1, first-in-human, combined IND/IDE clinical trial protocol for an on-premises LLM-directed robotic pancreaticoduodenectomy with perioperative daraxonrasib (RMC-6236) in KRAS-mutated pancreatic ductal adenocarcinoma. The protocol integrates drug-arm, device-arm, Physical AI, good clinical practice, electronic-record, trial-registration, risk-benefit, objective, endpoint, and study-design requirements. It is an independent research draft, not an active or approved IND/IDE protocol and not medical or regulatory advice.",10.5281/zenodo.20780121
P48,2026-06-23,"A Phase 2, Daraxonrasib + LLM Guided Robotic PDAC Whipple Procedure, Clinical Trial Protocol","This work presents a draft Phase 2 multicenter randomized controlled trial protocol for an on-premises LLM-guided robotic Whipple procedure with perioperative daraxonrasib (RMC-6236) in KRAS-mutated pancreatic ductal adenocarcinoma. The protocol builds on a Phase 1 predicate and addresses IND, IDE, Physical AI, good clinical practice, electronic records, single-IRB governance, trial registration, risk-benefit assessment, objectives, and endpoints. It is an independent research draft, not an active or approved IND/IDE protocol and not medical or regulatory advice.",10.5281/zenodo.20807027
P49,2026-06-25,Oncology Trial PI LLM Adoption Guide,"Repository based LLMs enable the creation of large scale documents more efficiently due to increased file generation capabilities, less errors, and a greater capacity to process an author's prompt containing specific instructions. This process allows for adequate incorporation of source information and iterative refinements of document drafts; while using a lower number of prompts. Repository level LLMs excel in understanding document context when a finite number of appropriately sized, high quality inputs are uploaded to the author's repository. Files generated in sections are advantageous for enabling direct access in future project builds. Single prompt multi-project outputs with a sub-prompt topics schedule informs LLM generation and execution of sub-prompts possible for creating machine readable diagrams and three sets of self learning and iteratively refined clinical trial paper files. Both clinical trial site and sponsor simulations can also be conducted at scale to observe patient, robotic, and AI interactions. LLM proficiency is possible for at least glioblastoma, pancreatic ductal adenocarcinoma, and lung adenocarcinoma. This practical guide builds from the HHS June 22, 2026 initiative to restore American leadership in clinical trials.",10.5281/zenodo.20843290
P50,2026-06-29,Phase 1 Pancreatic Cancer Trial: Efficient LLM Document Guidance,"A Phase 1 oncology trial advances only when a sequence of large regulatory and clinical documents is authored, reviewed, and approved, while patients wait for that paperwork to be assembled. This paper illustrates a repository based large language model (LLM), driven by a single master prompt that writes and executes a schedule of sub-prompts committed to GitHub in real time; which can hasten the entire Phase 1 process by generating documents through an auditable ""mermaid"" to ""draft"" to ""full"" to ""final"" pipeline. The method was conducted on a prior pancreatic ductal adenocarcinoma program: an on-premises LLM directed robotic Whipple with perioperative daraxonrasib (RMC-6236), whose Phase 1 and Phase 2 protocols were themselves single-prompt multi-file builds. The following trial aspects were addressed: the initial IND and IRB package; protocol amendments with synchronized consent; cohort-review packages; the complete clinical-hold response; the Phase 2-to-3 briefing package; and the CSR and NDA/BLA modules. Only the administrative and preparation time bucket compresses, while clinical follow-up and fixed regulatory review clocks do not. Papers finish in 1-4 days, based on prompt and input status. Twenty-four colored Mermaid converted figures ground the prose in LaTeX. Paper repository, directory, and file name samples were verified manually by the author. For terminal patients, probable benefit exceeds probable risk.",10.5281/zenodo.21018646
P51,2026-07-01,"Investigational New Drug Application - Daraxonrasib, Phase 1, LLM-Directed Robotic Whipple in KRAS-Mutated PDAC","This work presents a draft initial Investigational New Drug application under 21 CFR §312.23 for a Phase 1, first-in-human, prospective, open-label, single-arm study of perioperative daraxonrasib (RMC-6236) with an LLM-directed eight-arm robotic pancreaticoduodenectomy for patients with resectable or borderline-resectable KRAS G12-mutated pancreatic ductal adenocarcinoma. The application describes the proposed regulatory submission, associated FDA forms, clinical rationale, and mechanistic basis for daraxonrasib as a RAS(ON) multi-selective inhibitor. It is an independent research and adoption guide, not medical or regulatory advice and not an active or agency-endorsed IND.",10.5281/zenodo.21097442
P52,2026-07-07,"Clinical Trial Funding Application, RFA-RM-27-001, Kawchak K.","This work presents an NIH-adaptable clinical trial funding application and funder-outreach template for the NIH Director's Pioneer Award opportunity RFA-RM-27-001. The proposed five-year project, “Daraxonrasib Phase 1 LLM-Directed Robotic Whipple in KRAS-Mutated PDAC,” identifies Kevin Kawchak and ChemicalQDevice as the applicant and applicant organization. The package is a drafting resource rather than a substitute for SF424 forms, ASSIST, Grants.gov Workspace, an agency portal, or another required submission system; the live solicitation should be verified before submission.",10.5281/zenodo.21232965
P53,2026-07-12,"Clinical Trial Funding Application v2.0, RFA-RM-27-001, Kawchak K.","This work presents an NIH-adaptable clinical trial funding application and funder-outreach template for the NIH Director's Pioneer Award opportunity RFA-RM-27-001. The proposed five-year project, “Daraxonrasib Phase 1 LLM-Advised Robotic Whipple Trial in KRAS-Mutated PDAC,” identifies Kevin Kawchak and ChemicalQDevice as the applicant and applicant organization. The package is a drafting resource rather than a substitute for SF424 forms, ASSIST, Grants.gov Workspace, an agency portal, or another required submission system; the live solicitation should be verified before submission.",10.5281/zenodo.21317266
